id,healing_event_id,step_name,ui_version,attr_score,sem_score,struct_score,visual_score,ctx_score,total_score,cand_tag,cand_testid,cand_text,is_correct,recorded_at
27,8,filter_airpods_button,v2,0.93,0.7286,0.8626,0.723,0.365,0.862174,button,,MacBook,0,5/29/2026 14:04
28,8,filter_airpods_button,v2,0.93,0.78,0.8376,0.5736,0.365,0.769036,button,,Apple iPhone,0,5/29/2026 14:04
29,8,filter_airpods_button,v2,0.842,0.6545,0.8251,0.5376,0.615,0.765065,button,,T?t c? danh m?c,0,5/29/2026 14:04
30,8,filter_airpods_button,v2,0.7729,0.6833,0.6415,0.5425,0.615,0.850778,button,,G? kh?i danh sách,0,5/29/2026 14:04
31,9,filter_T?t c?_button,v2,0.93,0.8371,0.88,0.7229,0.615,0.652104,button,,T?t c? danh m?c,1,5/29/2026 14:04
32,9,filter_T?t c?_button,v2,0.842,0.6622,0.8626,0.7222,0.365,0.794216,button,,Apple iPhone,0,5/29/2026 14:04
33,9,filter_T?t c?_button,v2,0.842,0.6675,0.8501,0.6489,0.365,0.70402,button,,Apple iPad,0,5/29/2026 14:04
34,9,filter_T?t c?_button,v2,0.842,0.6785,0.8376,0.5788,0.365,0.695997,button,,MacBook,0,5/29/2026 14:04
35,9,filter_T?t c?_button,v2,0.7729,0.6861,0.6952,0.5404,0.615,0.793358,button,,G? kh?i danh sách,0,5/29/2026 14:04
36,9,filter_T?t c?_button,v2,0.7729,0.6861,0.6938,0.5404,0.615,0.6958,button,,G? kh?i danh sách,0,5/29/2026 14:04
37,10,email_field,v3,0.9916,1,0.815,0.7556,0.615,0.696977,input,v3-login-email,,1,5/29/2026 14:04
38,10,email_field,v3,0.3983,1,0.7182,0.6586,0.615,0.79064,input,v3-login-password,,0,5/29/2026 14:04
39,11,password_field,v3,0.9932,1,0.815,0.7454,0.615,0.695357,input,v3-login-password,,1,5/29/2026 14:04
40,11,password_field,v3,0.3983,0.95,0.7182,0.7321,0.615,0.691293,input,v3-login-email,,0,5/29/2026 14:04
41,12,login_button,v3,0.99,1,0.62,0.7343,0.615,0.738722,button,v3-btn-login,Ðang nh?p,1,5/29/2026 14:04
42,13,search_input,v3,0.6723,1,0.6986,0.7545,0.615,0.652104,input,v3-prod-search,,1,5/29/2026 14:05
43,14,filter_iphone_button,v3,0.9816,1,0.7249,0.7471,0.615,0.79397,button,v3-prod-filter-iphone,IPHONE,1,5/29/2026 14:05
44,14,filter_iphone_button,v3,0.9689,0.772,0.7292,0.7255,0.615,0.711372,button,v3-prod-filter-ipad,IPAD,0,5/29/2026 14:05
45,14,filter_iphone_button,v3,0.9695,0.7954,0.7249,0.6148,0.615,0.707128,button,v3-prod-filter-airpods,AIRPODS,0,5/29/2026 14:05
46,14,filter_iphone_button,v3,0.9623,0.6785,0.7249,0.6846,0.615,0.78881,button,v3-prod-filter-macbook,MACBOOK,0,5/29/2026 14:05
47,14,filter_iphone_button,v3,0.874,0.62,0.7249,0.7044,0.615,0.714004,button,v3-prod-filter-all,T?T C?,0,5/29/2026 14:05
48,14,filter_iphone_button,v3,0.7879,0.7044,0.6703,0.5404,0.615,0.705155,button,v3-prod-delete-6a0d531fd7e08f5e9abf6174,Xóa s?n ph?m,0,5/29/2026 14:05
49,15,filter_ipad_button,v3,0.9794,1,0.7167,0.7457,0.615,0.785234,button,v3-prod-filter-ipad,IPAD,1,5/29/2026 14:06
50,15,filter_ipad_button,v3,0.9716,0.8273,0.7124,0.6754,0.615,0.724308,button,v3-prod-filter-airpods,AIRPODS,0,5/29/2026 14:06
51,15,filter_ipad_button,v3,0.9689,0.772,0.7124,0.6981,0.615,0.707015,button,v3-prod-filter-iphone,IPHONE,0,5/29/2026 14:06
52,15,filter_ipad_button,v3,0.9641,0.6891,0.7124,0.7352,0.615,0.829682,button,v3-prod-filter-macbook,MACBOOK,0,5/29/2026 14:06
53,15,filter_ipad_button,v3,0.8802,0.62,0.7124,0.6421,0.615,0.652104,button,v3-prod-filter-all,T?T C?,0,5/29/2026 14:06
54,15,filter_ipad_button,v3,0.791,0.6675,0.6578,0.5373,0.615,0.683433,button,v3-prod-delete-6a0d531fd7e08f5e9abf6174,Xóa s?n ph?m,0,5/29/2026 14:06
55,16,filter_macbook_button,v3,0.9825,1,0.6999,0.7443,0.615,0.63269,button,v3-prod-filter-macbook,MACBOOK,1,5/29/2026 14:06
56,16,filter_macbook_button,v3,0.965,0.7286,0.6999,0.7229,0.615,0.621171,button,v3-prod-filter-airpods,AIRPODS,0,5/29/2026 14:06
57,16,filter_macbook_button,v3,0.9641,0.6891,0.7042,0.7027,0.615,0.673587,button,v3-prod-filter-ipad,IPAD,0,5/29/2026 14:06
58,16,filter_macbook_button,v3,0.9623,0.6785,0.6999,0.6478,0.615,0.627916,button,v3-prod-filter-iphone,IPHONE,0,5/29/2026 14:06
59,16,filter_macbook_button,v3,0.877,0.6785,0.6999,0.5881,0.615,0.631306,button,v3-prod-filter-all,T?T C?,0,5/29/2026 14:06
60,16,filter_macbook_button,v3,0.7901,0.66,0.6453,0.5433,0.615,0.657276,button,v3-prod-delete-6a0d531fd7e08f5e9abf6174,Xóa s?n ph?m,0,5/29/2026 14:06
61,17,filter_airpods_button,v3,0.9825,1,0.6874,0.742,0.615,0.631304,button,v3-prod-filter-airpods,AIRPODS,1,5/29/2026 14:07
62,17,filter_airpods_button,v3,0.965,0.7286,0.6874,0.6832,0.615,0.625183,button,v3-prod-filter-macbook,MACBOOK,0,5/29/2026 14:07
63,17,filter_airpods_button,v3,0.9678,0.7582,0.6917,0.6312,0.615,0.813284,button,v3-prod-filter-ipad,IPAD,0,5/29/2026 14:07
64,17,filter_airpods_button,v3,0.9695,0.7954,0.6874,0.5725,0.615,0.652104,button,v3-prod-filter-iphone,IPHONE,0,5/29/2026 14:07
65,17,filter_airpods_button,v3,0.877,0.62,0.6874,0.5408,0.615,0.803103,button,v3-prod-filter-all,T?T C?,0,5/29/2026 14:07
66,17,filter_airpods_button,v3,0.7901,0.7,0.6328,0.5418,0.615,0.727646,button,v3-prod-delete-6a0d531fd7e08f5e9abf6174,Xóa s?n ph?m,0,5/29/2026 14:07
67,18,filter_T?t c?_button,v3,0.9781,1,0.7417,0.7481,0.615,0.722545,button,v3-prod-filter-all,T?T C?,1,5/29/2026 14:07
68,18,filter_T?t c?_button,v3,0.874,0.62,0.7417,0.7283,0.615,0.808443,button,v3-prod-filter-iphone,IPHONE,0,5/29/2026 14:07
69,18,filter_T?t c?_button,v3,0.877,0.6785,0.7417,0.6229,0.615,0.717711,button,v3-prod-filter-macbook,MACBOOK,0,5/29/2026 14:07
70,18,filter_T?t c?_button,v3,0.8802,0.62,0.746,0.6702,0.615,0.71519,button,v3-prod-filter-ipad,IPAD,0,5/29/2026 14:07
71,18,filter_T?t c?_button,v3,0.877,0.62,0.7417,0.551,0.615,0.807819,button,v3-prod-filter-airpods,AIRPODS,0,5/29/2026 14:07
72,18,filter_T?t c?_button,v3,0.7887,0.7044,0.6862,0.5397,0.615,0.720289,button,v3-prod-delete-6a0d531fd7e08f5e9abf6174,Xóa s?n ph?m,0,5/29/2026 14:07
73,19,email_field,v4,0.796,1,0.8449,0.668,0.365,0.706551,input,v4-login-email,,1,5/29/2026 14:07
74,19,email_field,v4,0.3861,1,0.7828,0.5615,0.365,0.806558,input,v4-login-password,,0,5/29/2026 14:07
75,20,password_field,v4,0.8282,1,0.8584,0.6488,0.365,0.652104,input,v4-login-password,,1,5/29/2026 14:07
76,20,password_field,v4,0.4167,0.95,0.79,0.7488,0.365,0.683389,input,v4-login-email,,0,5/29/2026 14:07
77,21,login_button,v4,0.902,1,0.9606,0.6102,0.365,0.63441,button,v4-btn-login,ÐANG NH?P,1,5/29/2026 14:07
78,22,search_input,v4,0.5189,1,0.641,0.6328,0.365,0.628292,input,v4-search-input,,1,5/29/2026 14:07
79,23,filter_iphone_button,v4,0.7743,1,0.7721,0.6579,0.365,0.673101,button,v4-btn-filter-iphone,IPHONE,1,5/29/2026 14:08
80,23,filter_iphone_button,v4,0.7616,0.7954,0.7596,0.7037,0.365,0.64101,button,v4-btn-filter-airpods,AIRPODS,0,5/29/2026 14:08
81,23,filter_iphone_button,v4,0.762,0.772,0.7471,0.7457,0.365,0.630576,button,v4-btn-filter-ipad,IPAD,0,5/29/2026 14:08
82,23,filter_iphone_button,v4,0.7643,0.7044,0.6836,0.5411,0.615,0.6506,button,v4-btn-delete-6a0d531fd7e08f5e9abf614b,Xóa s?n ph?m,0,5/29/2026 14:08
83,23,filter_iphone_button,v4,0.7643,0.7044,0.6836,0.5411,0.615,0.639624,button,v4-btn-delete-6a0d531fd7e08f5e9abf6166,Xóa s?n ph?m,0,5/29/2026 14:08
84,23,filter_iphone_button,v4,0.7643,0.7044,0.6836,0.5411,0.615,0.631719,button,v4-btn-delete-6a0d531fd7e08f5e9abf6174,Xóa s?n ph?m,0,5/29/2026 14:08
85,24,filter_ipad_button,v4,0.7736,1,0.7596,0.6876,0.365,0.691089,button,v4-btn-filter-ipad,IPAD,1,5/29/2026 14:08
86,24,filter_ipad_button,v4,0.7644,0.8273,0.7721,0.6419,0.365,0.652104,button,v4-btn-filter-airpods,AIRPODS,0,5/29/2026 14:08
87,24,filter_ipad_button,v4,0.762,0.772,0.7891,0.5953,0.365,0.761003,button,v4-btn-filter-iphone,IPHONE,0,5/29/2026 14:08
88,24,filter_ipad_button,v4,0.7625,0.62,0.7596,0.5433,0.615,0.68993,button,v4-btn-filter-all,T?T C?,0,5/29/2026 14:08
89,24,filter_ipad_button,v4,0.7678,0.6675,0.6711,0.5429,0.615,0.742796,button,v4-btn-delete-6a0d531fd7e08f5e9abf614b,Xóa s?n ph?m,0,5/29/2026 14:08
90,24,filter_ipad_button,v4,0.7678,0.6675,0.6711,0.5429,0.615,0.707724,button,v4-btn-delete-6a0d531fd7e08f5e9abf6166,Xóa s?n ph?m,0,5/29/2026 14:08
91,25,filter_macbook_button,v4,0.7746,1,0.7596,0.5401,0.365,0.780155,button,v4-btn-filter-macbook,MACBOOK,1,5/29/2026 14:09
92,25,filter_macbook_button,v4,0.758,0.6785,0.7471,0.5373,0.615,0.652104,button,v4-btn-filter-all,T?T C?,0,5/29/2026 14:09
93,25,filter_macbook_button,v4,0.7567,0.7286,0.7891,0.5832,0.365,0.609078,button,v4-btn-filter-airpods,AIRPODS,0,5/29/2026 14:09
94,25,filter_macbook_button,v4,0.7567,0.6891,0.7721,0.63,0.365,0.524096,button,v4-btn-filter-ipad,IPAD,0,5/29/2026 14:09
95,25,filter_macbook_button,v4,0.7664,0.66,0.6586,0.5383,0.615,0.583093,button,v4-btn-delete-6a0d531fd7e08f5e9abf614b,Xóa s?n ph?m,0,5/29/2026 14:09
96,25,filter_macbook_button,v4,0.7664,0.66,0.6586,0.5383,0.615,0.565736,button,v4-btn-delete-6a0d531fd7e08f5e9abf6166,Xóa s?n ph?m,0,5/29/2026 14:09
97,26,filter_airpods_button,v4,0.7746,1,0.7721,0.5401,0.365,0.724963,button,v4-btn-filter-airpods,AIRPODS,1,5/29/2026 14:09
98,26,filter_airpods_button,v4,0.7616,0.7954,0.7596,0.5394,0.365,0.652104,button,v4-btn-filter-iphone,IPHONE,0,5/29/2026 14:09
99,26,filter_airpods_button,v4,0.7606,0.7582,0.7891,0.5529,0.365,0.77682,button,v4-btn-filter-ipad,IPAD,0,5/29/2026 14:09
100,26,filter_airpods_button,v4,0.7664,0.7,0.6461,0.5568,0.615,0.693611,button,v4-btn-delete-6a0d531fd7e08f5e9abf614b,Xóa s?n ph?m,0,5/29/2026 14:09
101,26,filter_airpods_button,v4,0.7664,0.7,0.6461,0.5401,0.615,0.684715,button,v4-btn-delete-6a0d531fd7e08f5e9abf6166,Xóa s?n ph?m,0,5/29/2026 14:09
102,26,filter_airpods_button,v4,0.7664,0.7,0.6461,0.5401,0.615,0.780939,button,v4-btn-delete-6a0d531fd7e08f5e9abf6174,Xóa s?n ph?m,0,5/29/2026 14:09
103,27,filter_T?t c?_button,v4,0.7732,1,0.7891,0.6236,0.615,0.696011,button,v4-btn-filter-all,T?T C?,1,5/29/2026 14:10
104,27,filter_T?t c?_button,v4,0.7657,0.7044,0.6995,0.5418,0.615,0.690471,button,v4-btn-delete-6a0d531fd7e08f5e9abf614b,Xóa s?n ph?m,0,5/29/2026 14:10
105,27,filter_T?t c?_button,v4,0.7657,0.7044,0.6995,0.5418,0.615,0.759615,button,v4-btn-delete-6a0d531fd7e08f5e9abf6166,Xóa s?n ph?m,0,5/29/2026 14:10
106,27,filter_T?t c?_button,v4,0.7657,0.7044,0.6995,0.5418,0.615,0.696111,button,v4-btn-delete-6a0d531fd7e08f5e9abf6174,Xóa s?n ph?m,0,5/29/2026 14:10
107,27,filter_T?t c?_button,v4,0.7657,0.7044,0.6995,0.5418,0.615,0.689431,button,v4-btn-delete-6a0d531fd7e08f5e9abf6182,Xóa s?n ph?m,0,5/29/2026 14:10
108,27,filter_T?t c?_button,v4,0.7657,0.7044,0.6995,0.5418,0.615,0.754997,button,v4-btn-delete-6a0d531fd7e08f5e9abf618f,Xóa s?n ph?m,0,5/29/2026 14:10
109,28,email_field,v5,0.93,1,0.83,0.6329,0.365,0.652104,input,,,1,5/29/2026 14:10
110,28,email_field,v5,0.3633,1,0.7332,0.5411,0.365,0.819438,input,,,0,5/29/2026 14:10
111,29,password_field,v5,0.93,1,0.83,0.5889,0.365,0.690471,input,,,1,5/29/2026 14:10
112,29,password_field,v5,0.3633,0.95,0.7332,0.7211,0.365,0.817902,input,,,0,5/29/2026 14:10
113,30,login_button,v5,0.93,1,0.9625,0.5788,0.365,0.688431,button,,Ðang nh?p,1,5/29/2026 14:10
114,31,search_input,v5,0.64,1,0.7286,0.673,0.615,0.752238,input,,,1,5/29/2026 14:10
115,32,filter_iphone_button,v5,0.93,1,0.88,0.6656,0.365,0.862033,button,,IPHONE,1,5/29/2026 14:11
116,32,filter_iphone_button,v5,0.93,0.772,0.8626,0.6547,0.365,0.726478,button,,IPAD,0,5/29/2026 14:11
117,32,filter_iphone_button,v5,0.93,0.7954,0.8376,0.579,0.365,0.861577,button,,AIRPODS,0,5/29/2026 14:11
118,32,filter_iphone_button,v5,0.93,0.6785,0.8501,0.6319,0.365,0.723142,button,,MACBOOK,0,5/29/2026 14:11
119,32,filter_iphone_button,v5,0.842,0.62,0.8626,0.6447,0.615,0.810516,button,,T?T C?,0,5/29/2026 14:11
120,32,filter_iphone_button,v5,0.7729,0.7044,0.679,0.5404,0.615,0.779278,button,,Xóa s?n ph?m,0,5/29/2026 14:11
121,33,filter_ipad_button,v5,0.93,1,0.88,0.6652,0.365,0.64918,button,,IPAD,1,5/29/2026 14:11
122,33,filter_ipad_button,v5,0.93,0.8273,0.8501,0.6251,0.365,0.777819,button,,AIRPODS,0,5/29/2026 14:11
123,33,filter_ipad_button,v5,0.93,0.772,0.8626,0.6404,0.365,0.65044,button,,IPHONE,0,5/29/2026 14:11
124,33,filter_ipad_button,v5,0.93,0.6891,0.8626,0.6587,0.365,0.792145,button,,MACBOOK,0,5/29/2026 14:11
125,33,filter_ipad_button,v5,0.842,0.62,0.8501,0.6008,0.615,0.795062,button,,T?T C?,0,5/29/2026 14:11
126,33,filter_ipad_button,v5,0.7729,0.6675,0.6665,0.5373,0.615,0.667091,button,,Xóa s?n ph?m,0,5/29/2026 14:11
127,34,filter_macbook_button,v5,0.93,1,0.88,0.6645,0.365,0.789818,button,,MACBOOK,1,5/29/2026 14:12
128,34,filter_macbook_button,v5,0.93,0.7286,0.8626,0.6542,0.365,0.676631,button,,AIRPODS,0,5/29/2026 14:12
129,34,filter_macbook_button,v5,0.93,0.6891,0.8626,0.6414,0.365,0.810642,button,,IPAD,0,5/29/2026 14:12
130,34,filter_macbook_button,v5,0.93,0.6785,0.8501,0.6048,0.365,0.674197,button,,IPHONE,0,5/29/2026 14:12
131,34,filter_macbook_button,v5,0.842,0.6785,0.8376,0.5556,0.615,0.602566,button,,T?T C?,0,5/29/2026 14:12
132,34,filter_macbook_button,v5,0.7729,0.66,0.654,0.5433,0.615,0.648599,button,,Xóa s?n ph?m,0,5/29/2026 14:12
133,35,filter_airpods_button,v5,0.93,1,0.88,0.6638,0.365,0.596406,button,,AIRPODS,1,5/29/2026 14:12
134,35,filter_airpods_button,v5,0.93,0.7286,0.8626,0.6311,0.365,0.75942,button,,MACBOOK,0,5/29/2026 14:12
135,35,filter_airpods_button,v5,0.93,0.7582,0.8501,0.5914,0.365,0.788074,button,,IPAD,0,5/29/2026 14:12
136,35,filter_airpods_button,v5,0.93,0.7954,0.8376,0.5425,0.365,0.654733,button,,IPHONE,0,5/29/2026 14:12
137,35,filter_airpods_button,v5,0.842,0.62,0.8251,0.5408,0.615,0.786483,button,,T?T C?,0,5/29/2026 14:12
138,35,filter_airpods_button,v5,0.7729,0.7,0.6415,0.5418,0.615,0.660517,button,,Xóa s?n ph?m,0,5/29/2026 14:12
139,36,filter_T?t c?_button,v5,0.93,1,0.88,0.6662,0.615,0.804214,button,,T?T C?,1,5/29/2026 14:13
140,36,filter_T?t c?_button,v5,0.842,0.62,0.8626,0.6581,0.365,0.669163,button,,IPHONE,0,5/29/2026 14:13
141,36,filter_T?t c?_button,v5,0.842,0.6785,0.8376,0.5851,0.365,0.594125,button,,MACBOOK,0,5/29/2026 14:13
142,36,filter_T?t c?_button,v5,0.842,0.62,0.8501,0.6214,0.365,0.669964,button,,IPAD,0,5/29/2026 14:13
143,36,filter_T?t c?_button,v5,0.7729,0.7044,0.6952,0.5397,0.615,0.592097,button,,Xóa s?n ph?m,0,5/29/2026 14:13
144,36,filter_T?t c?_button,v5,0.7729,0.7044,0.6938,0.5397,0.615,0.656308,button,,Xóa s?n ph?m,0,5/29/2026 14:13
145,37,email_field,v6,0.2708,1,0.7882,0.7524,0.365,0.739784,input,v6-login-email,,1,5/29/2026 14:13
146,37,email_field,v6,0.0717,1,0.7334,0.6526,0.365,0.627857,input,v6-login-password,,0,5/29/2026 14:13
147,38,password_field,v6,0.3832,1,0.7612,0.7396,0.365,0.70466,input,v6-login-password,,1,5/29/2026 14:13
148,38,password_field,v6,0.255,0.95,0.7408,0.7356,0.365,0.659781,input,v6-login-email,,0,5/29/2026 14:13
149,39,login_button,v6,0.6925,0.6891,0.931,0.7298,0.365,0.756999,button,v6-btn-login,Truy c?p ngay,1,5/29/2026 14:13
150,40,search_input,v6,0.3523,1,0.6832,0.7545,0.615,0.592948,input,v6-prod-search,,1,5/29/2026 14:13
151,41,filter_iphone_button,v6,0.9016,1,0.88,0.7471,0.365,0.538645,button,v6-prod-filter-iphone,IPHONE,1,5/29/2026 14:14
152,41,filter_iphone_button,v6,0.8889,0.772,0.8626,0.7255,0.365,0.582904,button,v6-prod-filter-ipad,IPAD,0,5/29/2026 14:14
153,41,filter_iphone_button,v6,0.8895,0.7954,0.8376,0.6148,0.365,0.523854,button,v6-prod-filter-airpods,AIRPODS,0,5/29/2026 14:14
154,41,filter_iphone_button,v6,0.8823,0.6785,0.8501,0.6846,0.365,0.674528,button,v6-prod-filter-macbook,MACBOOK,0,5/29/2026 14:14
155,41,filter_iphone_button,v6,0.794,0.62,0.8626,0.7044,0.615,0.635258,button,v6-prod-filter-all,T?T C?,0,5/29/2026 14:14
156,41,filter_iphone_button,v6,0.7079,0.7044,0.679,0.5404,0.615,0.590102,button,v6-prod-delete-6a0d531fd7e08f5e9abf6174,Xóa s?n ph?m,0,5/29/2026 14:14
157,42,filter_ipad_button,v6,0.8994,1,0.88,0.7457,0.365,0.632718,button,v6-prod-filter-ipad,IPAD,1,5/29/2026 14:14
158,42,filter_ipad_button,v6,0.8916,0.8273,0.8501,0.6754,0.365,0.594882,button,v6-prod-filter-airpods,AIRPODS,0,5/29/2026 14:14
159,42,filter_ipad_button,v6,0.8889,0.772,0.8626,0.6981,0.365,0.769005,button,v6-prod-filter-iphone,IPHONE,0,5/29/2026 14:14
160,42,filter_ipad_button,v6,0.8841,0.6891,0.8626,0.7352,0.365,0.83063,button,v6-prod-filter-macbook,MACBOOK,0,5/29/2026 14:14
161,42,filter_ipad_button,v6,0.8002,0.62,0.8501,0.6421,0.615,0.650214,button,v6-prod-filter-all,T?T C?,0,5/29/2026 14:14
162,42,filter_ipad_button,v6,0.711,0.6675,0.6665,0.5373,0.615,0.651072,button,v6-prod-delete-6a0d531fd7e08f5e9abf6174,Xóa s?n ph?m,0,5/29/2026 14:14
163,43,filter_macbook_button,v6,0.9025,1,0.88,0.7443,0.365,0.651072,button,v6-prod-filter-macbook,MACBOOK,1,5/29/2026 14:15
164,43,filter_macbook_button,v6,0.885,0.7286,0.8626,0.7229,0.365,0.651072,button,v6-prod-filter-airpods,AIRPODS,0,5/29/2026 14:15
165,43,filter_macbook_button,v6,0.8841,0.6891,0.8626,0.7027,0.365,0.651072,button,v6-prod-filter-ipad,IPAD,0,5/29/2026 14:15
166,43,filter_macbook_button,v6,0.8823,0.6785,0.8501,0.6478,0.365,0.81879,button,v6-prod-filter-iphone,IPHONE,0,5/29/2026 14:15
167,43,filter_macbook_button,v6,0.797,0.6785,0.8376,0.5881,0.615,0.77767,button,v6-prod-filter-all,T?T C?,0,5/29/2026 14:15
168,43,filter_macbook_button,v6,0.7101,0.66,0.654,0.5433,0.615,0.760702,button,v6-prod-delete-6a0d531fd7e08f5e9abf6174,Xóa s?n ph?m,0,5/29/2026 14:15
169,44,filter_airpods_button,v6,0.9025,1,0.88,0.742,0.365,0.75993,button,v6-prod-filter-airpods,AIRPODS,1,5/29/2026 14:15
170,44,filter_airpods_button,v6,0.885,0.7286,0.8626,0.6832,0.365,0.75993,button,v6-prod-filter-macbook,MACBOOK,0,5/29/2026 14:15
171,44,filter_airpods_button,v6,0.8878,0.7582,0.8501,0.6312,0.365,0.729822,button,v6-prod-filter-ipad,IPAD,0,5/29/2026 14:15
172,44,filter_airpods_button,v6,0.8895,0.7954,0.8376,0.5725,0.365,0.817938,button,v6-prod-filter-iphone,IPHONE,0,5/29/2026 14:15
173,44,filter_airpods_button,v6,0.797,0.62,0.8251,0.5408,0.615,0.758222,button,v6-prod-filter-all,T?T C?,0,5/29/2026 14:15
174,44,filter_airpods_button,v6,0.7101,0.7,0.6415,0.5418,0.615,0.733586,button,v6-prod-delete-6a0d531fd7e08f5e9abf6174,Xóa s?n ph?m,0,5/29/2026 14:15
175,45,filter_T?t c?_button,v6,0.8981,1,0.88,0.7481,0.615,0.72835,button,v6-prod-filter-all,T?T C?,1,5/29/2026 14:16
176,45,filter_T?t c?_button,v6,0.794,0.62,0.8626,0.7283,0.365,0.72835,button,v6-prod-filter-iphone,IPHONE,0,5/29/2026 14:16
177,45,filter_T?t c?_button,v6,0.797,0.6785,0.8376,0.6229,0.365,0.726922,button,v6-prod-filter-macbook,MACBOOK,0,5/29/2026 14:16
178,45,filter_T?t c?_button,v6,0.8002,0.62,0.8501,0.6702,0.365,0.720378,button,v6-prod-filter-ipad,IPAD,0,5/29/2026 14:16
179,45,filter_T?t c?_button,v6,0.797,0.62,0.8251,0.551,0.365,0.617651,button,v6-prod-filter-airpods,AIRPODS,0,5/29/2026 14:16
180,45,filter_T?t c?_button,v6,0.7087,0.7044,0.6952,0.5397,0.615,0.597987,button,v6-prod-delete-6a0d531fd7e08f5e9abf6174,Xóa s?n ph?m,0,5/29/2026 14:16
181,46,email_field,v7,0.33,1,0.867,0.6398,0.365,0.585651,input,,,1,5/29/2026 14:16
182,46,email_field,v7,0.23,1,0.8101,0.7483,0.365,0.580179,input,,,0,5/29/2026 14:16
183,47,password_field,v7,0.33,1,0.8718,0.7286,0.365,0.587333,input,,,1,5/29/2026 14:16
184,47,password_field,v7,0.23,0.95,0.8194,0.7278,0.365,0.864183,input,,,0,5/29/2026 14:16
185,48,login_button,v7,0.42,0.74,0.6949,0.681,0.615,0.650214,button,,TRUY C?P ?,1,5/29/2026 14:16
186,49,search_input,v7,0.9623,1,0.8757,0.7037,0.615,0.664638,input,product-search,,1,5/29/2026 14:16
187,50,filter_iphone_button,v7,0.8271,1,0.8751,0.6845,0.365,0.664434,button,category-iphone,IPHONE,1,5/29/2026 14:17
188,50,filter_iphone_button,v7,0.8113,0.772,0.8577,0.6694,0.365,0.612098,button,category-ipad,IPAD,0,5/29/2026 14:17
